Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
K-Nearest Neighbors,Nep-87,Enhanced Color+LBP+Edge2,0.8691,0.8787,0.8691,0.8685,0.8661
Support Vector Machine,Nep-87,Enhanced Color+LBP+Edge2,0.9493,0.9495,0.9493,0.9493,0.9578
Random Forest,Nep-87,Enhanced Color+LBP+Edge2,0.9197,0.9197,0.9197,0.9197,0.9203
K-Nearest Neighbors,Nep-87,Enhanced Color+GLCM+Edge,0.8902,0.8945,0.8902,0.89,0.8953
Support Vector Machine,Nep-87,Enhanced Color+GLCM+Edge,0.963,0.9632,0.963,0.963,0.9641
Random Forest,Nep-87,Enhanced Color+GLCM+Edge,0.9324,0.9325,0.9324,0.9324,0.9328
K-Nearest Neighbors,Nep-87,Enhanced Color+GLCM+Edge2,0.8891,0.8947,0.8891,0.8889,0.8969
Support Vector Machine,Nep-87,Enhanced Color+GLCM+Edge2,0.9578,0.9578,0.9578,0.9578,0.9589
Random Forest,Nep-87,Enhanced Color+GLCM+Edge2,0.9261,0.9261,0.9261,0.9261,0.9307
K-Nearest Neighbors,Nep-87,Enhanced Color+Edge+Edge2,0.8965,0.9024,0.8965,0.8963,0.8891
Support Vector Machine,Nep-87,Enhanced Color+Edge+Edge2,0.9514,0.9514,0.9514,0.9514,0.9594
Random Forest,Nep-87,Enhanced Color+Edge+Edge2,0.924,0.924,0.924,0.924,0.9167
K-Nearest Neighbors,Nep-87,Zernike moments+LBP+GLCM,0.9504,0.9511,0.9504,0.9504,0.9661
Support Vector Machine,Nep-87,Zernike moments+LBP+GLCM,0.9599,0.9602,0.9599,0.9599,0.974
Random Forest,Nep-87,Zernike moments+LBP+GLCM,0.9493,0.95,0.9493,0.9493,0.9646
K-Nearest Neighbors,Nep-87,Zernike moments+LBP+Edge,0.9546,0.9552,0.9546,0.9546,0.9615
Support Vector Machine,Nep-87,Zernike moments+LBP+Edge,0.9599,0.9603,0.9599,0.9599,0.976
Random Forest,Nep-87,Zernike moments+LBP+Edge,0.9525,0.9527,0.9525,0.9525,0.9615
K-Nearest Neighbors,Nep-87,Zernike moments+LBP+Edge2,0.9556,0.9565,0.9556,0.9557,0.9646
Support Vector Machine,Nep-87,Zernike moments+LBP+Edge2,0.9652,0.9656,0.9652,0.9652,0.974
Random Forest,Nep-87,Zernike moments+LBP+Edge2,0.9525,0.9527,0.9525,0.9525,0.9625
K-Nearest Neighbors,Nep-87,Zernike moments+GLCM+Edge,0.9461,0.9463,0.9461,0.9462,0.9536
Support Vector Machine,Nep-87,Zernike moments+GLCM+Edge,0.9556,0.956,0.9556,0.9557,0.9734
Random Forest,Nep-87,Zernike moments+GLCM+Edge,0.9493,0.9496,0.9493,0.9493,0.9615
K-Nearest Neighbors,Nep-87,Zernike moments+GLCM+Edge2,0.9451,0.9453,0.9451,0.9451,0.9531
Support Vector Machine,Nep-87,Zernike moments+GLCM+Edge2,0.9546,0.9551,0.9546,0.9546,0.9724
Random Forest,Nep-87,Zernike moments+GLCM+Edge2,0.9472,0.9475,0.9472,0.9472,0.9599
K-Nearest Neighbors,Nep-87,Zernike moments+Edge+Edge2,0.9366,0.9367,0.9366,0.9366,0.9474
Support Vector Machine,Nep-87,Zernike moments+Edge+Edge2,0.9504,0.9509,0.9504,0.9504,0.9583
Random Forest,Nep-87,Zernike moments+Edge+Edge2,0.9419,0.942,0.9419,0.9419,0.9562
K-Nearest Neighbors,Nep-87,LBP+GLCM+Edge,0.8965,0.8971,0.8965,0.8965,0.9031
Support Vector Machine,Nep-87,LBP+GLCM+Edge,0.9229,0.923,0.9229,0.9229,0.9411
Random Forest,Nep-87,LBP+GLCM+Edge,0.9113,0.9113,0.9113,0.9113,0.9161
K-Nearest Neighbors,Nep-87,LBP+GLCM+Edge2,0.887,0.8877,0.887,0.887,0.9031
Support Vector Machine,Nep-87,LBP+GLCM+Edge2,0.9229,0.9232,0.9229,0.9229,0.9365
Random Forest,Nep-87,LBP+GLCM+Edge2,0.8944,0.8944,0.8944,0.8944,0.9083
K-Nearest Neighbors,Nep-87,LBP+Edge+Edge2,0.8912,0.8918,0.8912,0.8912,0.9042
Support Vector Machine,Nep-87,LBP+Edge+Edge2,0.9134,0.914,0.9134,0.9134,0.9229
Random Forest,Nep-87,LBP+Edge+Edge2,0.8986,0.8986,0.8986,0.8986,0.8932
K-Nearest Neighbors,Nep-87,GLCM+Edge+Edge2,0.8955,0.8957,0.8955,0.8955,0.913
Support Vector Machine,Nep-87,GLCM+Edge+Edge2,0.9271,0.9271,0.9271,0.9271,0.9354
Random Forest,Nep-87,GLCM+Edge+Edge2,0.9071,0.9071,0.9071,0.9071,0.9141
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+LBP,0.9514,0.9531,0.9514,0.9514,0.9651
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+LBP,0.981,0.9811,0.981,0.981,0.988
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+LBP,0.9725,0.9727,0.9725,0.9725,0.9714
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM,0.9514,0.9531,0.9514,0.9514,0.9682
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM,0.9842,0.9842,0.9842,0.9842,0.9885
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM,0.9704,0.9705,0.9704,0.9704,0.9698
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+Edge,0.9567,0.9585,0.9567,0.9567,0.9714
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+Edge,0.982,0.9821,0.982,0.982,0.9885
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+Edge,0.9715,0.9715,0.9715,0.9715,0.9719
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+Edge2,0.9546,0.9559,0.9546,0.9546,0.9719
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+Edge2,0.981,0.981,0.981,0.981,0.9875
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+Edge2,0.9694,0.9695,0.9694,0.9694,0.9708
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+LBP+GLCM,0.9377,0.9399,0.9377,0.9377,0.9469
Support Vector Machine,Nep-87,Basic+Enhanced Color+LBP+GLCM,0.9873,0.9874,0.9873,0.9873,0.987
Random Forest,Nep-87,Basic+Enhanced Color+LBP+GLCM,0.9683,0.9685,0.9683,0.9683,0.9667
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+LBP+Edge,0.943,0.9454,0.943,0.943,0.9552
Support Vector Machine,Nep-87,Basic+Enhanced Color+LBP+Edge,0.9852,0.9852,0.9852,0.9852,0.9875
Random Forest,Nep-87,Basic+Enhanced Color+LBP+Edge,0.9725,0.9726,0.9725,0.9725,0.9682
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+LBP+Edge2,0.9388,0.9414,0.9388,0.9387,0.9573
Support Vector Machine,Nep-87,Basic+Enhanced Color+LBP+Edge2,0.981,0.981,0.981,0.981,0.9875
Random Forest,Nep-87,Basic+Enhanced Color+LBP+Edge2,0.9704,0.9706,0.9704,0.9704,0.9682
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+GLCM+Edge,0.944,0.9466,0.944,0.944,0.9573
Support Vector Machine,Nep-87,Basic+Enhanced Color+GLCM+Edge,0.981,0.981,0.981,0.981,0.9865
Random Forest,Nep-87,Basic+Enhanced Color+GLCM+Edge,0.9673,0.9674,0.9673,0.9673,0.9703
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+GLCM+Edge2,0.9377,0.9408,0.9377,0.9377,0.9568
Support Vector Machine,Nep-87,Basic+Enhanced Color+GLCM+Edge2,0.981,0.981,0.981,0.981,0.9859
Random Forest,Nep-87,Basic+Enhanced Color+GLCM+Edge2,0.9704,0.9706,0.9704,0.9704,0.9698
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Edge+Edge2,0.944,0.9469,0.944,0.944,0.9578
Support Vector Machine,Nep-87,Basic+Enhanced Color+Edge+Edge2,0.9831,0.9831,0.9831,0.9831,0.9865
Random Forest,Nep-87,Basic+Enhanced Color+Edge+Edge2,0.9715,0.9716,0.9715,0.9715,0.9703
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+LBP+GLCM,0.9525,0.9534,0.9525,0.9525,0.9688
Support Vector Machine,Nep-87,Basic+Zernike moments+LBP+GLCM,0.9588,0.9592,0.9588,0.9588,0.9771
Random Forest,Nep-87,Basic+Zernike moments+LBP+GLCM,0.9483,0.9485,0.9483,0.9483,0.9661
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+LBP+Edge,0.9567,0.9575,0.9567,0.9567,0.9688
Support Vector Machine,Nep-87,Basic+Zernike moments+LBP+Edge,0.963,0.9637,0.963,0.963,0.9766
Random Forest,Nep-87,Basic+Zernike moments+LBP+Edge,0.9556,0.956,0.9556,0.9557,0.9667
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+LBP+Edge2,0.9535,0.9546,0.9535,0.9535,0.9708
Support Vector Machine,Nep-87,Basic+Zernike moments+LBP+Edge2,0.963,0.9637,0.963,0.963,0.9755
Random Forest,Nep-87,Basic+Zernike moments+LBP+Edge2,0.9514,0.9517,0.9514,0.9514,0.9672
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+GLCM+Edge,0.9567,0.9575,0.9567,0.9567,0.9672
Support Vector Machine,Nep-87,Basic+Zernike moments+GLCM+Edge,0.963,0.9633,0.963,0.963,0.9781
Random Forest,Nep-87,Basic+Zernike moments+GLCM+Edge,0.9546,0.9551,0.9546,0.9546,0.9682
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+GLCM+Edge2,0.9535,0.9546,0.9535,0.9535,0.9677
Support Vector Machine,Nep-87,Basic+Zernike moments+GLCM+Edge2,0.9609,0.9613,0.9609,0.9609,0.9766
Random Forest,Nep-87,Basic+Zernike moments+GLCM+Edge2,0.9535,0.954,0.9535,0.9535,0.9682
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+Edge+Edge2,0.9567,0.9577,0.9567,0.9567,0.9661
Support Vector Machine,Nep-87,Basic+Zernike moments+Edge+Edge2,0.962,0.9627,0.962,0.962,0.9724
Random Forest,Nep-87,Basic+Zernike moments+Edge+Edge2,0.9525,0.9529,0.9525,0.9525,0.9677
K-Nearest Neighbors,Nep-87,Basic+LBP+GLCM+Edge,0.9472,0.9486,0.9472,0.9472,0.9573
Support Vector Machine,Nep-87,Basic+LBP+GLCM+Edge,0.9599,0.9602,0.9599,0.9599,0.9724
Random Forest,Nep-87,Basic+LBP+GLCM+Edge,0.9567,0.9572,0.9567,0.9567,0.963
K-Nearest Neighbors,Nep-87,Basic+LBP+GLCM+Edge2,0.9483,0.9503,0.9483,0.9482,0.9609
Support Vector Machine,Nep-87,Basic+LBP+GLCM+Edge2,0.9535,0.9542,0.9535,0.9535,0.974
Random Forest,Nep-87,Basic+LBP+GLCM+Edge2,0.9525,0.9531,0.9525,0.9525,0.9656
K-Nearest Neighbors,Nep-87,Basic+LBP+Edge+Edge2,0.9461,0.9475,0.9461,0.9461,0.9589
Support Vector Machine,Nep-87,Basic+LBP+Edge+Edge2,0.9599,0.9607,0.9599,0.9599,0.9672
Random Forest,Nep-87,Basic+LBP+Edge+Edge2,0.9493,0.9496,0.9493,0.9493,0.962
K-Nearest Neighbors,Nep-87,Basic+GLCM+Edge+Edge2,0.9461,0.9477,0.9461,0.9461,0.9573
Support Vector Machine,Nep-87,Basic+GLCM+Edge+Edge2,0.9567,0.9572,0.9567,0.9567,0.9698
Random Forest,Nep-87,Basic+GLCM+Edge+Edge2,0.9546,0.955,0.9546,0.9546,0.963
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM,0.9504,0.9517,0.9504,0.9504,0.9594
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM,0.9873,0.9874,0.9873,0.9873,0.9885
Random Forest,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM,0.9641,0.9642,0.9641,0.9641,0.9693
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+LBP+Edge,0.9514,0.9526,0.9514,0.9514,0.9656
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+LBP+Edge,0.9842,0.9842,0.9842,0.9842,0.9875
Random Forest,Nep-87,Enhanced Color+Zernike moments+LBP+Edge,0.9662,0.9662,0.9662,0.9662,0.9667
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+LBP+Edge2,0.9525,0.9538,0.9525,0.9525,0.9661
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+LBP+Edge2,0.9831,0.9831,0.9831,0.9831,0.9865
Random Forest,Nep-87,Enhanced Color+Zernike moments+LBP+Edge2,0.9662,0.9662,0.9662,0.9662,0.9682
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge,0.9525,0.954,0.9525,0.9525,0.9641
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge,0.9852,0.9853,0.9852,0.9852,0.9865
Random Forest,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge,0.963,0.9632,0.963,0.963,0.9667
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge2,0.9546,0.9557,0.9546,0.9546,0.9656
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge2,0.9831,0.9831,0.9831,0.9831,0.9859
Random Forest,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge2,0.9662,0.9662,0.9662,0.9662,0.9677
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+Edge+Edge2,0.9493,0.951,0.9493,0.9493,0.9635
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+Edge+Edge2,0.9831,0.9831,0.9831,0.9831,0.9859
Random Forest,Nep-87,Enhanced Color+Zernike moments+Edge+Edge2,0.963,0.9631,0.963,0.963,0.9677
K-Nearest Neighbors,Nep-87,Enhanced Color+LBP+GLCM+Edge,0.8902,0.8956,0.8902,0.89,0.8885
Support Vector Machine,Nep-87,Enhanced Color+LBP+GLCM+Edge,0.9641,0.9642,0.9641,0.9641,0.9661
Random Forest,Nep-87,Enhanced Color+LBP+GLCM+Edge,0.9335,0.9335,0.9335,0.9335,0.9328
K-Nearest Neighbors,Nep-87,Enhanced Color+LBP+GLCM+Edge2,0.886,0.8926,0.886,0.8857,0.8839
Support Vector Machine,Nep-87,Enhanced Color+LBP+GLCM+Edge2,0.9588,0.9589,0.9588,0.9588,0.9635
Random Forest,Nep-87,Enhanced Color+LBP+GLCM+Edge2,0.9261,0.9261,0.9261,0.9261,0.9297
K-Nearest Neighbors,Nep-87,Enhanced Color+LBP+Edge+Edge2,0.8902,0.8969,0.8902,0.8899,0.8839
Support Vector Machine,Nep-87,Enhanced Color+LBP+Edge+Edge2,0.9588,0.9588,0.9588,0.9588,0.963
Random Forest,Nep-87,Enhanced Color+LBP+Edge+Edge2,0.9261,0.9261,0.9261,0.9261,0.9172
K-Nearest Neighbors,Nep-87,Enhanced Color+GLCM+Edge+Edge2,0.8986,0.9026,0.8986,0.8985,0.8995
Support Vector Machine,Nep-87,Enhanced Color+GLCM+Edge+Edge2,0.963,0.9633,0.963,0.963,0.9635
Random Forest,Nep-87,Enhanced Color+GLCM+Edge+Edge2,0.9271,0.9272,0.9271,0.9271,0.9302
K-Nearest Neighbors,Nep-87,Zernike moments+LBP+GLCM+Edge,0.9546,0.9554,0.9546,0.9546,0.9625
Support Vector Machine,Nep-87,Zernike moments+LBP+GLCM+Edge,0.9599,0.9602,0.9599,0.9599,0.9745
Random Forest,Nep-87,Zernike moments+LBP+GLCM+Edge,0.9493,0.9495,0.9493,0.9493,0.962
K-Nearest Neighbors,Nep-87,Zernike moments+LBP+GLCM+Edge2,0.9535,0.9544,0.9535,0.9535,0.963
Support Vector Machine,Nep-87,Zernike moments+LBP+GLCM+Edge2,0.9588,0.9592,0.9588,0.9588,0.976
Random Forest,Nep-87,Zernike moments+LBP+GLCM+Edge2,0.9525,0.9528,0.9525,0.9525,0.963
K-Nearest Neighbors,Nep-87,Zernike moments+LBP+Edge+Edge2,0.9525,0.9528,0.9525,0.9525,0.9594
Support Vector Machine,Nep-87,Zernike moments+LBP+Edge+Edge2,0.9599,0.9603,0.9599,0.9599,0.974
Random Forest,Nep-87,Zernike moments+LBP+Edge+Edge2,0.9504,0.9506,0.9504,0.9504,0.9599
K-Nearest Neighbors,Nep-87,Zernike moments+GLCM+Edge+Edge2,0.9461,0.9463,0.9461,0.9462,0.9547
Support Vector Machine,Nep-87,Zernike moments+GLCM+Edge+Edge2,0.9546,0.955,0.9546,0.9546,0.9724
Random Forest,Nep-87,Zernike moments+GLCM+Edge+Edge2,0.9483,0.9485,0.9483,0.9483,0.9583
K-Nearest Neighbors,Nep-87,LBP+GLCM+Edge+Edge2,0.8986,0.8993,0.8986,0.8986,0.912
Support Vector Machine,Nep-87,LBP+GLCM+Edge+Edge2,0.9229,0.923,0.9229,0.9229,0.9417
Random Forest,Nep-87,LBP+GLCM+Edge+Edge2,0.9176,0.9176,0.9176,0.9176,0.913
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9546,0.9561,0.9546,0.9546,0.9682
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9842,0.9842,0.9842,0.9842,0.9885
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9704,0.9706,0.9704,0.9704,0.9698
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9556,0.9573,0.9556,0.9556,0.9703
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9831,0.9831,0.9831,0.9831,0.9885
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9747,0.9747,0.9747,0.9747,0.9719
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.9567,0.9583,0.9567,0.9567,0.9719
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.981,0.981,0.981,0.981,0.988
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.9704,0.9705,0.9704,0.9704,0.9714
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.9567,0.958,0.9567,0.9567,0.9688
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.9831,0.9831,0.9831,0.9831,0.9875
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.9704,0.9705,0.9704,0.9704,0.9703
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.9578,0.959,0.9578,0.9578,0.9688
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.9842,0.9842,0.9842,0.9842,0.987
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.9694,0.9695,0.9694,0.9694,0.9729
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.9556,0.9575,0.9556,0.9556,0.9698
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.9831,0.9831,0.9831,0.9831,0.9885
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.9725,0.9726,0.9725,0.9725,0.9698
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge,0.9461,0.9481,0.9461,0.9461,0.9542
Support Vector Machine,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge,0.9842,0.9842,0.9842,0.9842,0.9859
Random Forest,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge,0.9683,0.9685,0.9683,0.9683,0.9693
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge2,0.9366,0.9393,0.9366,0.9366,0.9557
Support Vector Machine,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge2,0.9842,0.9842,0.9842,0.9842,0.9865
Random Forest,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge2,0.9694,0.9696,0.9694,0.9694,0.9693
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+LBP+Edge+Edge2,0.944,0.9469,0.944,0.944,0.9531
Support Vector Machine,Nep-87,Basic+Enhanced Color+LBP+Edge+Edge2,0.9842,0.9842,0.9842,0.9842,0.988
Random Forest,Nep-87,Basic+Enhanced Color+LBP+Edge+Edge2,0.9704,0.9706,0.9704,0.9704,0.9682
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+GLCM+Edge+Edge2,0.9409,0.9432,0.9409,0.9408,0.9552
Support Vector Machine,Nep-87,Basic+Enhanced Color+GLCM+Edge+Edge2,0.9799,0.98,0.9799,0.9799,0.9854
Random Forest,Nep-87,Basic+Enhanced Color+GLCM+Edge+Edge2,0.9662,0.9664,0.9662,0.9662,0.9693
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+LBP+GLCM+Edge,0.9546,0.9555,0.9546,0.9546,0.9661
Support Vector Machine,Nep-87,Basic+Zernike moments+LBP+GLCM+Edge,0.963,0.9633,0.963,0.963,0.9766
Random Forest,Nep-87,Basic+Zernike moments+LBP+GLCM+Edge,0.9525,0.9528,0.9525,0.9525,0.9672
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+LBP+GLCM+Edge2,0.9514,0.9525,0.9514,0.9514,0.9688
Support Vector Machine,Nep-87,Basic+Zernike moments+LBP+GLCM+Edge2,0.9609,0.9614,0.9609,0.9609,0.9776
Random Forest,Nep-87,Basic+Zernike moments+LBP+GLCM+Edge2,0.9514,0.9519,0.9514,0.9514,0.9682
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+LBP+Edge+Edge2,0.9546,0.9555,0.9546,0.9546,0.9677
Support Vector Machine,Nep-87,Basic+Zernike moments+LBP+Edge+Edge2,0.962,0.9627,0.962,0.962,0.9745
Random Forest,Nep-87,Basic+Zernike moments+LBP+Edge+Edge2,0.9514,0.9516,0.9514,0.9514,0.9661
K-Nearest Neighbors,Nep-87,Basic+Zernike moments+GLCM+Edge+Edge2,0.9514,0.9523,0.9514,0.9514,0.9656
Support Vector Machine,Nep-87,Basic+Zernike moments+GLCM+Edge+Edge2,0.962,0.9624,0.962,0.962,0.9771
Random Forest,Nep-87,Basic+Zernike moments+GLCM+Edge+Edge2,0.9556,0.956,0.9556,0.9557,0.9661
K-Nearest Neighbors,Nep-87,Basic+LBP+GLCM+Edge+Edge2,0.9472,0.9484,0.9472,0.9472,0.9557
Support Vector Machine,Nep-87,Basic+LBP+GLCM+Edge+Edge2,0.9567,0.9573,0.9567,0.9567,0.9714
Random Forest,Nep-87,Basic+LBP+GLCM+Edge+Edge2,0.9525,0.953,0.9525,0.9525,0.9609
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9525,0.9538,0.9525,0.9525,0.9651
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9842,0.9842,0.9842,0.9842,0.9859
Random Forest,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.962,0.9621,0.962,0.962,0.9656
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9546,0.9559,0.9546,0.9546,0.9635
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9842,0.9842,0.9842,0.9842,0.9859
Random Forest,Nep-87,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9662,0.9662,0.9662,0.9662,0.9677
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9546,0.9561,0.9546,0.9546,0.9646
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.982,0.9821,0.982,0.982,0.9859
Random Forest,Nep-87,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9588,0.9588,0.9588,0.9588,0.9677
K-Nearest Neighbors,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9493,0.9507,0.9493,0.9493,0.9625
Support Vector Machine,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9842,0.9842,0.9842,0.9842,0.9854
Random Forest,Nep-87,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9588,0.9588,0.9588,0.9588,0.9661
K-Nearest Neighbors,Nep-87,Enhanced Color+LBP+GLCM+Edge+Edge2,0.8944,0.8995,0.8944,0.8942,0.8958
Support Vector Machine,Nep-87,Enhanced Color+LBP+GLCM+Edge+Edge2,0.9641,0.9642,0.9641,0.9641,0.9641
Random Forest,Nep-87,Enhanced Color+LBP+GLCM+Edge+Edge2,0.924,0.924,0.924,0.924,0.9276
K-Nearest Neighbors,Nep-87,Zernike moments+LBP+GLCM+Edge+Edge2,0.9514,0.9521,0.9514,0.9514,0.9599
Support Vector Machine,Nep-87,Zernike moments+LBP+GLCM+Edge+Edge2,0.962,0.9624,0.962,0.962,0.9766
Random Forest,Nep-87,Zernike moments+LBP+GLCM+Edge+Edge2,0.9525,0.9527,0.9525,0.9525,0.9604
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9567,0.9585,0.9567,0.9567,0.9682
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9831,0.9831,0.9831,0.9831,0.987
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9652,0.9653,0.9652,0.9652,0.9719
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9546,0.9561,0.9546,0.9546,0.9688
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9842,0.9842,0.9842,0.9842,0.9885
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9694,0.9695,0.9694,0.9694,0.9703
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9525,0.9543,0.9525,0.9525,0.9698
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9831,0.9831,0.9831,0.9831,0.9885
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9704,0.9705,0.9704,0.9704,0.9734
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9567,0.959,0.9567,0.9567,0.9693
Support Vector Machine,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9831,0.9831,0.9831,0.9831,0.9865
Random Forest,Nep-87,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9673,0.9674,0.9673,0.9673,0.9698
K-Nearest Neighbors,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.944,0.9463,0.944,0.944,0.9552
Support Vector Machine,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.9831,0.9831,0.9831,0.9831,0.9859
Random Forest,Nep-87,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.9673,0.9675,0.9673,0.9673,0.9688
